time,open,high,low,close,Chars,Chars,Chars,Chars,Chars,Chars,Chars,Chars,Shapes,Chars,Chars,Chars,Chars,Chars,Chars,Chars,Chars,Shapes,peak_price,weak_price,grow_price,valley_price,Basis,Upper,Lower,Knn Classifier Line,Average Knn Classifier Line,Volume,Plot,Oversold/Overbought Cross,Histogram,MACD,Signal,Plot,ebb,ebb_highlight,flow,flow_highlight
2017-09-27,3882.36,4249.94,3872.81,4193,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,3888.9925000000003,4430.449344886989,3347.5356551130117,3814.960533333333,NaN,628.170966,52.141259865212085,NaN,39.24423574131967,-85.18896935859175,-124.43320509991142,-278.99323529411777,51.53540672893072,NaN,52.90792737470168,NaN
2017-09-28,4192.11,4300,4101,4174.5,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,3883.5775000000003,4411.1609181198,3355.9940818802,3846.8462,NaN,849.785325,62.0254876722352,NaN,54.63990894056549,-56.13331892420456,-110.77322786477005,-170.48573529411806,55.75836515022787,NaN,54.276348579488726,NaN
2017-09-29,4178.98,4263.86,3952.01,4174.69,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,3879.3715,4396.152800988126,3362.590199011875,3884.047022222222,NaN,1602.309565,47.89739673354994,NaN,62.447328053086736,-32.714067798411634,-95.16139585149837,-84.82755882353058,52.53935626416498,NaN,53.07722974571,NaN
2017-09-30,4175,4380,4138.1,4378.51,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,3891.7785000000003,4442.845626120751,3340.711373879249,3949.407644444444,NaN,720.353183,45.9338748125036,NaN,77.94215949269511,2.26630351437052,-75.67585597832459,6.088794117646103,55.95928534903304,NaN,56.410081631813156,NaN
2017-10-01,4378.49,4406.52,4240.04,4378.48,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,3900.279,4475.346745814345,3325.211254185655,4032.0552,NaN,726.963685,52.08923899980577,NaN,84.25617066414512,29.644357351856797,-54.61181331228831,86.24373529411787,57.755110030840484,NaN,57.158379724731375,NaN
2017-10-02,4400,4561.63,4360,4380,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,3911.093,4513.074193530156,3309.1118064698435,4101.790466666666,NaN,655.756974,50.857618144527926,NaN,84.39171117724518,50.87782565926818,-33.51388551797701,166.39305882352892,59.83087628573072,NaN,61.338755948028734,NaN
2017-10-03,4380,4467.33,4180.8,4310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,3929.3585000000007,4555.973573750194,3302.7434262498073,4148.4802666666665,NaN,1082.323563,49.63004126082393,NaN,75.89101562419194,61.34988401226292,-14.541131611929025,197.21473529411742,55.44783941645506,NaN,57.655381190642174,NaN
2017-10-04,4314.9,4373,4142,4208.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,3980.3370000000004,4517.202949752804,3443.4710502471976,4175.980911111111,NaN,868.465101,48.72847977515144,NaN,60.245431327899226,60.76565754794501,0.5202262200457817,238.68008823529408,54.51660932565282,NaN,54.152296416025514,NaN
2017-10-05,4208.59,4355,4110,4292.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,4009.9585000000006,4547.0599395539875,3472.857060446014,4200.476288888889,3639.134893333334,779.138638,56.22501769386317,NaN,52.62664726658383,66.30353530327557,13.67688803669174,249.18523529411732,53.71534887008751,NaN,53.48449694772215,NaN
2017-10-06,4318.99,4417,4292,4369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,4042.661,4583.564225240884,3501.757774759116,4225.0163999999995,3651.650315466667,506.529176,62.048701087299875,NaN,49.85439414717618,75.99488072066197,26.140486573485788,263.0330588235288,57.53789298542479,NaN,55.51922065968109,NaN
2017-10-07,4369,4479.5,4312.56,4423,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,4078.8115000000007,4619.91752714346,3537.7054728565413,4251.429955555554,3664.443022490667,297.5975,60.7801680314536,NaN,48.71118589756659,87.02946894544402,38.318283047877436,253.32650000000012,57.96028113038181,NaN,57.535748439839374,NaN
2017-10-08,4425,4658,4425,4640,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,4109.061,4702.136371125792,3515.985628874208,4294.791355555555,3678.4081820408533,518.462004,66.22527156331293,NaN,58.9402168343686,111.99355409083819,53.05333725646959,288.23997058823534,60.286905735238136,NaN,62.732216600543524,NaN
2017-10-09,4640,4889.98,4550,4786.95,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.19,3165.13,4124.54,2817,4152.9065,4807.149201091118,3498.663798908882,4326.388244444444,3692.085265066703,646.463145,66.42359182678564,NaN,71.1561602449765,141.99853756269022,70.84237731771371,360.8557647058833,62.75471544979574,NaN,68.18173687504888,NaN
2017-10-10,4786.95,4960,4680.59,4783.06,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4960,4939.19,4960,2817,4197.0595,4894.814406438486,3499.3045935615146,4355.675422222222,3706.0455664320352,1043.221773,68.51302277855171,NaN,74.18864626893483,163.57818515388226,89.38953888494743,468.96682352941207,65.18851645900166,NaN,69.62548142858066,NaN
2017-10-11,4783.06,4881.61,4710,4821.43,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4960,4939.19,4960,2817,4257.6315,4951.33433653087,3563.928663469131,4396.677622222223,3721.069808436728,753.429396,61.739949173197175,NaN,73.83399472902195,181.68203229622486,107.84803756720291,551.8626764705896,65.73161322445891,NaN,66.01409623402247,NaN
2017-10-12,4821.43,5439.99,4810.16,5430,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5439.99,4939.19,4960,2817,4349.338000000001,5146.136105057965,3552.539894942036,4458.002822222222,3737.7823522679937,1276.701482,64.04141014603539,NaN,107.59549170335342,242.3424021963947,134.74691049304127,675.8212352941173,67.58628663820431,NaN,75.68765581276116,75.68765581276116
2017-10-13,5439.99,5846.17,5379.84,5649.98,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5846.17,4939.19,4960,2817,4442.837,5377.408419958888,3508.265580041113,4540.703822222222,3756.5048385559676,1879.82762,78.48444374143062,NaN,135.92635829433218,304.6548583609565,168.72850006662432,851.1615000000002,75.6564041137913,NaN,80.12036515116647,80.12036515116647
