time,open,high,low,close,Chars,Chars,Chars,Chars,Chars,Chars,Chars,Chars,Shapes,Chars,Chars,Chars,Chars,Chars,Chars,Chars,Chars,Shapes,peak_price,weak_price,grow_price,valley_price,Basis,Upper,Lower,Knn Classifier Line,Average Knn Classifier Line,Volume,Plot,Oversold/Overbought Cross,Histogram,MACD,Signal,Plot,ebb,ebb_highlight,flow,flow_highlight
2019-06-30,11903.13,12180,10766.03,10854.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,3349.92,4198,3156.26,10103.288000000002,13091.397218750844,7115.17878124916,11326.67973333333,7217.2261727929335,84512.530443,60.03171951862033,NaN,92.45973273090476,984.939843039383,892.4801103084783,2739.274970588236,62.534482203034024,NaN,65.58604569076785,NaN
2019-07-01,10854.1,11282.28,10030,10624.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,3349.92,4198,3156.26,10240.289500000003,13055.230364511855,7425.34863548815,11368.50342222222,7297.579236003741,90962.268271,53.951887886284375,NaN,-11.373999610382498,878.2626107955002,889.6366104058827,2240.532970588234,54.532219812218216,NaN,56.533085444427485,NaN
2019-07-02,10624.9,10938.75,9727,10842.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,13970,3349.92,4198,3156.26,10376.050000000001,13027.488603196365,7724.611396803638,11343.689666666665,7375.884237950334,109561.038728,51.16036301820458,NaN,-70.06222945525894,802.058823586809,872.121053042068,1855.18882352941,51.604607886673875,NaN,53.49035753027813,NaN
2019-07-03,10844.98,11991.89,10841.04,11940,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,3349.92,4198,3156.26,10562.123000000003,13101.77889434549,8022.467105654517,11346.239755555553,7455.916793191327,96815.90029,54.05111769562621,NaN,-41.10750841147046,820.7366675277299,861.8441759392003,1707.5810294117655,60.0885980088704,NaN,60.50778654032926,NaN
2019-07-04,11940,12000,11055,11145.67,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,3349.92,4198,3156.26,10686.906500000003,13079.484799870415,8294.32820012959,11295.199444444443,7531.703803994166,66512.221892,50.168079520004106,NaN,-79.3538804302774,762.6518254013536,842.005705831631,1528.0059117647052,61.485099517593206,NaN,60.557140596121414,NaN
2019-07-05,11145.67,11406.83,10796.44,10970.73,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,3349.92,4198,3156.26,10795.008000000002,13028.450725548144,8561.56527445186,11238.154444444443,7604.262421247617,63534.350582,46.04209762580868,NaN,-118.00677132167789,694.4972416795335,812.5040130012114,1378.216529411764,58.80723489299354,NaN,55.13032650712505,NaN
2019-07-06,10982.41,11665,10964.51,11256.49,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,3349.92,4198,3156.26,10910.166000000003,12983.679565081198,8836.652434918808,11209.35782222222,7675.369866155998,51469.496331,44.03794457682242,NaN,-125.21845293248498,655.9809468356052,781.1993997680902,1432.1346764705886,60.025972436168495,NaN,56.93905915618681,NaN
2019-07-07,11256.45,11538,11094.37,11406.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,3349.92,4198,3156.26,11014.780000000002,12962.939467908045,9066.62053209196,11214.121733333332,7746.767815499545,38884.795599,43.28136015224508,NaN,-120.73978768940071,630.2746651563393,751.01445284574,1544.2287352941185,60.98642274367936,NaN,55.748536756253635,NaN
2019-07-08,11410,12338.03,11220,12238.6,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,3349.92,4198,3156.26,11172.632500000003,12974.77763768307,9370.487362316937,11272.466666666665,7820.0824191895545,52182.367215,47.24756797232105,NaN,-65.33085265277157,669.3508870297755,734.6817396825471,1499.6600588235287,61.939170395847285,NaN,61.245653247660776,NaN
2019-07-09,12238.6,12794.73,12068,12543.41,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,3349.92,4198,3156.26,11337.028500000002,13004.464266634137,9669.592733365867,11410.543533333333,7896.854590805763,78442.130343,48.239930208685976,NaN,-14.422545445121727,716.653557876145,731.0761033212667,1542.297029411764,67.67714928141058,NaN,63.995294234480745,NaN
2019-07-10,12548.51,13147.08,11569,12108.37,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,3349.92,4198,3156.26,11466.591000000004,12939.607097154267,9993.574902845741,11523.781266666665,7972.2546656563145,109246.044997,35.8466039207307,NaN,-16.18646883188717,710.8430172814078,727.029486113295,1655.2931764705882,61.77533943464908,NaN,65.99961556009227,NaN
2019-07-11,12108.11,12111.73,11000,11342.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9727,11525.742500000002,12873.827077789843,10177.65792221016,11579.020088888887,8044.695699009854,87506.461058,38.81408950738346,NaN,-71.92287474112948,637.1258926868832,709.0487674280126,1596.5410588235263,55.79986107981157,NaN,56.11451890029445,NaN
2019-07-12,11342.88,11885,11073,11757.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9727,11577.128500000003,12877.392276212675,10276.86472378733,11629.464799999998,8117.138951696324,56321.858281,36.32030252249212,NaN,-83.10974784815528,605.1615826178186,688.2713304659738,1523.7753823529401,56.3827835025186,NaN,54.20006120047456,NaN
2019-07-13,11757.22,11799.98,10830,11355.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9727,11599.613000000003,12867.840336578034,10331.385663421972,11627.619444444443,8186.682299329063,54245.594548,36.98316381828872,NaN,-117.65979052801572,541.1965923059543,658.85638283397,1325.2597941176464,53.837477917923785,NaN,53.46347344031018,NaN
2019-07-14,11355.78,11452,10103,10174.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9727,11555.492500000004,12951.204201948036,10159.780798051972,11535.68731111111,8250.156806675815,72517.579236,37.56835553634782,NaN,-214.559510382496,390.6569948558499,605.2165052383459,905.89855882353,47.00126218467115,NaN,50.441894289345264,NaN
2019-07-15,10174.18,11100,9860,10838.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,13970,9727,13147.08,9727,11506.385500000002,12930.124853427737,10082.646146572268,11403.0994,8308.729343875633,81922.426332,45.374924609365216,NaN,-227.155066489933,321.2726721259296,548.4277386158626,452.970411764707,44.9468532691319,NaN,47.516437169270255,NaN
2019-07-16,10833.78,11028,9350.01,9439.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,13970,9727,13147.08,9350.01,11323.675000000003,12821.624601308318,9825.725398691688,11223.9468,8361.384250331454,97219.443413,46.10767523672309,NaN,-317.43099208478213,151.6389985098849,469.06999059466705,115.05400000000009,40.90573432073768,NaN,46.91704983556794,NaN
2019-07-17,9430.17,9957,9060,9667.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,13970,9727,13147.08,9060,11240.571500000004,12903.25763675906,9577.885363240948,10986.671755555555,8406.887385324826,84942.672717,37.293586203099096,NaN,-347.0788705645808,35.22140238894099,382.3002729535218,-318.7099705882356,38.77099297332801,NaN,39.03016141121126,NaN
2019-07-18,9668.86,10788,9252,10627.16,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,11151.898000000005,12745.378724685328,9558.417275314681,10832.39308888889,8452.338970951663,80283.310252,44.43074177624988,NaN,-289.73604127859426,20.13022135527899,309.86626263387325,-624.9325294117662,40.96746384928685,NaN,46.53953892118152,NaN
2019-07-19,10628.64,10769.71,10121.84,10504.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,11081.956000000004,12660.126652133573,9503.785347866435,10739.103733333332,8496.881524865963,56546.932133,50.225478781723105,NaN,-249.2724926688661,-1.724353202209386,247.54813946665672,-742.1441470588252,49.76045713428652,NaN,46.40406917317795,NaN
2019-07-20,10505.78,11068.99,10350,10740.23,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,11076.262500000003,12658.496554732359,9494.028445267646,10691.210444444443,8540.533227701977,47331.899848,49.89035344231455,NaN,-198.04315787412634,-0.0058078760011994746,198.03734999812514,-745.1567647058837,51.78896444098683,NaN,49.01909773749728,NaN
2019-07-21,10740.27,10817.9,10288,10589.45,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,11074.488500000003,12658.820880711462,9490.156119288544,10676.604955555553,8583.311896481271,38834.287935,46.00443959675956,NaN,-166.9797497837193,-10.687337231523998,156.29241255219532,-712.2486470588246,51.18417600553241,NaN,46.949381077612976,NaN
2019-07-22,10590.15,10683.16,10100,10340.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,11049.361500000003,12663.25615675142,9435.466843248585,10621.369222222222,8621.749145218311,40467.954839,41.0821571763017,NaN,-156.08087384143175,-38.808679749594376,117.27219409183738,-572.3502941176503,49.303996901706235,NaN,45.83108316722444,NaN
2019-07-23,10343.08,10343.97,9822,9864.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10945.607000000004,12583.756462547222,9307.457537452785,10540.186599999999,8657.335368980612,47624.37071,33.55137592384472,NaN,-172.47571781609957,-98.3224531782871,74.15326463781247,-587.7234411764748,46.57924134891296,NaN,43.05109453708169,NaN
2019-07-24,9864.78,9937,9525,9763.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10876.487500000005,12589.962923434676,9163.012076565334,10429.162844444443,8689.305774934333,43475.380377,36.8487173057482,NaN,-180.8720566008616,-151.93680611326454,28.935250487597067,-740.925500000003,43.79464188585605,NaN,39.92212999039652,NaN
2019-07-25,9763.4,10175,9720.03,9879.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10821.944500000003,12588.571577178081,9055.317422821925,10329.639044444444,8719.632326102314,37873.354728,43.8289292740083,NaN,-169.4764027340586,-182.9102529299762,-13.433850195917593,-896.2917941176493,46.074431200478855,NaN,42.55174708755766,NaN
2019-07-26,9882.15,9889.98,9637,9824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10750.320000000003,12556.383022300095,8944.256977699912,10242.539355555553,8748.202459580267,27167.463217,38.02878006177516,NaN,-156.89261361260412,-209.54961721167274,-52.657003599068624,-1031.3199705882362,45.2332432879761,NaN,40.27806545578139,NaN
2019-07-27,9824,10188.66,9333,9476.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,13970,9727,13147.08,9060,10653.834000000004,12514.772614370655,8792.895385629354,10169.612511111109,8774.926250388662,43809.778301,38.922558218551785,NaN,-162.4760662943455,-255.75208646700048,-93.276020172655,-1121.791147058826,42.19568701476294,NaN,43.67457046822321,NaN
2019-07-28,9478.92,9594.99,9165,9541.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,13970,9727,13147.08,9060,10518.981000000003,12289.713654455765,8748.248345544242,10093.177599999999,8799.221952047556,29401.022937,41.41705111576763,NaN,-152.45859821917335,-283.8492679466217,-131.39066972744834,-1218.2062058823558,40.57411571599366,NaN,38.93477398316401,NaN
2019-07-29,9541.54,9729,9395,9507.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,13970,9727,13147.08,9060,10367.192500000003,11925.471905971499,8808.913094028507,9998.378177777775,8820.284473006604,29021.937411,36.50181117933854,NaN,-139.15326680350879,-305.33225323183433,-166.17898642832554,-1196.8297352941208,43.7606008478254,NaN,40.50438767366203,NaN
2019-07-30,9509.07,9714.28,9402,9574.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,13970,9727,13147.08,9060,10240.484500000002,11612.86909251733,8868.099907482674,9897.085044444442,8838.922090213138,32536.368834,45.10942776469267,NaN,-117.75573467472856,-313.37365477173626,-195.6179200970077,-1177.7235588235326,43.85926723082171,NaN,40.381604834952945,NaN
2019-07-31,9575,10109.8,9555,10080.53,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10177.366500000002,11453.909273749088,8900.823726250916,9859.41733333333,8859.190608408877,39515.35456,54.84431462057578,NaN,-64.07565510020763,-275.71248897226724,-211.6368338720596,-1100.1424411764747,46.08570489972823,NaN,45.1893951263297,NaN
2019-08-01,10080.53,10467.86,9863.46,10374.99,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10108.255000000003,11166.120515431878,9050.389484568128,9887.256799999997,8881.801022907366,41727.637028,51.658742955848865,NaN,-6.349867554255496,-219.574168314879,-213.2243007606235,-973.1240882353013,50.359926066935856,NaN,49.18454516201041,NaN
2019-08-02,10375,10670,10281.35,10523.75,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10066.654500000002,10980.673381828492,9152.635618171513,9952.968533333331,8905.852842449218,42990.444221,50.407747319449605,NaN,41.60184921366928,-161.22198924353688,-202.82383845720616,-710.3820588235321,55.50627929610639,NaN,51.340869003922634,NaN
2019-08-03,10523.75,10904.77,10497.93,10816.86,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10098.788500000002,11069.123211494416,9128.453788505589,10052.782,8931.848452266899,33802.318824,49.05550054199678,NaN,90.03092028624758,-90.28518809939669,-180.31610838564427,-459.8160294117679,57.94003579695181,NaN,53.793307218497354,NaN
2019-08-04,10816.86,11040,10552,10929.23,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10103.314000000002,11088.146180514039,9118.481819485965,10188.734111111109,8960.905609888227,39924.745141,56.98843647026221,NaN,124.48085262110354,-24.715042609264856,-149.1958952303684,-216.35755882353078,58.54961435089393,NaN,55.194131801886805,NaN
2019-08-05,10929.99,11937.52,10927.8,11828.8,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10222.774500000003,11414.481534945624,9031.067465054382,10347.465266666664,8993.278531023794,65153.673713,66.95876578076425,NaN,198.31655715152294,98.69980120903529,-99.61675594248766,71.34782352940783,62.60607209713309,NaN,63.17390139048766,NaN
2019-08-06,11830,12330.7,11226.7,11481.69,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10313.463000000002,11595.129487431139,9031.796512568864,10562.73662222222,9031.30522040332,76705.389875,77.09544587574945,NaN,212.95570234844718,166.5778719930713,-46.37783035537586,383.3018529411729,65.49817825835271,NaN,66.0282398568151,NaN
2019-08-07,11481.69,12141.17,11382.84,11975.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10380.856500000002,11849.52299283318,8912.190007166824,10753.526533333332,9070.722095995252,69173.390353,85.04675579518857,85.04675579518857,242.87436923519599,257.2151311886191,14.34076195342314,633.6706470588233,66.93675032869203,NaN,63.47425341400374,NaN
2019-08-08,11975.04,12060,11521,11999.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10455.630500000003,12085.276376004587,8825.984623995419,10932.69308888889,9112.324260742014,51207.257174,85.56361361200334,NaN,250.34304126626782,327.2695635362579,76.9265222699901,831.2399117647055,68.20022482432813,NaN,62.361729675754326,NaN
2019-08-09,11994.17,12045.68,11700,11879.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10512.618500000002,12253.973080368636,8771.263919631368,11143.369177777777,9158.76574219384,39427.152588,89.84035106534532,NaN,233.5554601160478,368.87084741504987,135.31538729900205,1030.1936470588244,69.80990928266147,NaN,62.154754530510395,NaN
2019-08-10,11879.98,11985,11270,11309.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10548.611500000003,12324.251284339918,8772.971715660087,11284.065799999998,9204.27839401663,42633.087048,88.96687468529927,NaN,173.13685738516241,351.7364590304551,178.59960164529267,1060.0053235294126,61.72660050522417,NaN,61.22742671171228,NaN
2019-08-11,11309.24,11600,11112.11,11549.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10609.094500000003,12433.95880637971,8784.230193620297,11367.772644444443,9248.880792802964,26772.90691,88.6056238888972,NaN,139.92162803488688,353.50163668890127,213.5800086540144,987.9163235294109,59.024061098837,NaN,55.56313614044881,NaN
2019-08-12,11539.08,11577.89,11235.32,11396.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10685.653000000002,12507.682649167038,8863.623350832966,11415.493799999997,9292.59114361357,17568.227075,85.58342394001035,NaN,99.99997435797593,338.5799766014843,238.58000224350837,946.9763235294104,60.478221040431286,NaN,55.247038527428145,NaN
2019-08-13,11398.35,11456.16,10788.45,10892.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10742.124500000002,12515.667860399952,8968.581139600052,11391.009222222221,9332.823940741298,33234.72968,80.43489853528898,NaN,35.43670557083561,282.8758842070529,247.43917863621726,849.6824705882354,53.11570671050178,NaN,53.44431332613278,NaN
2019-08-14,10893.36,10897.48,9928.1,10050.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,13970,9727,13147.08,9060,10750.649500000001,12509.107245246903,8992.1917547531,11255.603933333332,9366.210441926472,54451.847499,73.0502747891728,NaN,-62.89997786879371,168.81420630022512,231.71418416901884,591.2923235294111,42.41081241069272,NaN,46.02204536923841,NaN
2019-08-15,10055.16,10460,9911,10293.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,13970,9727,13147.08,9060,10774.146000000002,12494.595935608637,9053.696064391368,11103.770599999998,9396.214533087943,38174.45112,67.41861264538885,NaN,-107.8072489607408,96.95512296809284,204.76237192883363,340.9364411764709,42.22864436894672,NaN,41.197208049575444,NaN
2019-08-16,10296.77,10536.03,9750,10331.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,13970,9727,13147.08,9060,10816.897000000003,12446.329648501829,9187.464351498176,10995.197488888887,9425.942222426183,51758.142918,60.4143213122312,NaN,-129.7694194722023,42.550597588580786,172.32001706078307,132.79829411764877,40.46625034690587,NaN,42.32879327304441,NaN
2019-08-17,10331.15,10465.14,10000,10216.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,12330.7,9750,12330.7,9060,10850.621000000003,12398.97659921992,9302.265400780085,10880.873888888887,9452.523131310993,29000.581201,60.04471811576473,NaN,-145.67538029507244,-9.774208308057496,135.90117198701495,-85.98135294117492,44.35007212779542,NaN,41.52638007253581,NaN
2019-08-18,10216.05,10500,10080,10306.78,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12330.7,9750,12330.7,9060,10890.578000000001,12336.07162766629,9445.084372333713,10760.722777777775,9475.505128684772,24085.395172,58.97928163134315,NaN,-143.45527811262505,-43.41792565376636,100.03735245885869,-246.85411764705714,45.57367290781944,NaN,42.10756068186743,NaN
2019-08-19,10306.17,10930,10258.6,10915.54,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12330.7,9750,12330.7,9060,10957.644500000002,12271.044608093027,9644.244391906977,10687.412199999997,9498.027486111077,37243.319217,56.76537250661885,NaN,-96.60597876919867,-20.720121002639644,75.88585776655903,-222.47255882352692,48.306351029137446,NaN,48.85968308453254,NaN
2019-08-20,10914.73,10949.96,10560,10760.51,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12330.7,9750,12330.7,9060,10991.643500000002,12246.355637874967,9736.931362125037,10691.924911111108,9523.16668972219,32298.288761,52.83150356701734,NaN,-72.76298982317482,-15.06787951240949,57.69511031076532,-145.23773529411483,52.62889522558383,NaN,49.15612110047571,NaN
2019-08-21,10760.51,10804.13,9858,10142.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12330.7,9750,12330.7,9060,10980.022500000003,12261.38708989418,9698.657910105825,10652.744555555553,9544.735815927746,47355.719282,41.5423209182923,NaN,-93.96579259275711,-59.76213043018106,34.203662162576045,-116.77670588235014,43.50431080618844,NaN,47.0119956476149,NaN
2019-08-22,10140.82,10242,9762,10099.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12330.7,9750,12330.7,9060,10958.829000000002,12282.986014736458,9634.671985263545,10575.796711111108,9562.483606275859,34059.642738,32.38929138027676,NaN,-105.36566081076771,-97.50341385088359,7.862246959884114,-149.83849999999802,42.421156942750436,NaN,39.80457107062483,NaN
2019-08-23,10099.9,10445,10019.79,10389.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,12330.7,9750,12330.7,9060,10937.463500000002,12283.699191805412,9591.227808194591,10516.641466666664,9579.652547483674,27550.336173,30.006473629386846,NaN,-88.57305123616759,-102.85406708532537,-14.281015849157786,-147.32714705882063,46.28843321134777,NaN,43.19166645038118,NaN
2019-08-24,10388.16,10419.42,9890,10134.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,12330.7,9750,12330.7,9060,10897.719500000003,12288.768347603404,9506.670652396602,10461.628711111109,9596.003889867334,27692.456844,31.259016035879498,NaN,-89.5606936866677,-126.23188295749242,-36.67118927082471,-223.53220588234944,44.6619853784573,NaN,42.864363830829404,NaN
2019-08-25,10134.61,10333,9906.97,10142.69,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12330.7,9750,12330.7,9060,10813.414,12172.538334553652,9454.28966544635,10418.017844444441,9611.89470540332,26271.657398,31.507430123178224,NaN,-84.61824573683387,-142.44399644186706,-57.82575070503319,-342.5431176470538,44.934426785777084,NaN,41.71427180471351,NaN
2019-08-26,10142.69,10604,10137.93,10372.25,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12330.7,9750,12330.7,9060,10757.942000000001,12093.800135500858,9422.083864499144,10398.703177777776,9627.467704628587,41687.511599,38.37999640945789,NaN,-61.90741760926451,-135.21002271661382,-73.30260510734931,-343.03311764705177,48.64046773036204,NaN,46.55676133731889,NaN
2019-08-27,10373.6,10391.08,10051.08,10185.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12330.7,9750,12330.7,9060,10668.443000000003,11902.078717286011,9434.807282713995,10356.26573333333,9640.497563869349,28402.775383,38.9548344655352,NaN,-55.7058022006626,-142.93485785817757,-87.22905565751496,-313.6312352941113,47.34994035855758,NaN,43.49890788967532,NaN
2019-08-28,10185.69,10299,9601.01,9721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12330.7,9750,12330.7,9060,10554.504500000001,11692.473079223015,9416.535920776987,10293.704488888885,9651.446739258628,42110.555375,40.08040200713168,NaN,-77.71789585169057,-184.37642547212818,-106.6585296204376,-370.18247058822817,41.24311055872388,NaN,42.207806856025705,NaN
2019-08-29,9721,9724,9320,9498.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,12330.7,9750,12330.7,9060,10435.427,11488.95761975625,9381.89638024375,10237.136644444441,9661.60463780679,35532.69491,40.502309148795234,NaN,-100.67142298778776,-232.4978083551723,-131.82638536738455,-489.62182352940545,37.951895619688685,NaN,35.18478534458097,NaN
