time,open,high,low,close,Chars,Chars,Chars,Chars,Chars,Chars,Chars,Chars,Shapes,Chars,Chars,Chars,Chars,Chars,Chars,Chars,Chars,Shapes,peak_price,weak_price,grow_price,valley_price,Basis,Upper,Lower,Knn Classifier Line,Average Knn Classifier Line,Volume,Plot,Oversold/Overbought Cross,Histogram,MACD,Signal,Plot,ebb,ebb_highlight,flow,flow_highlight
2024-11-23T13:00:00+08:00,97822.36,98283.21,97676.03,98255.94,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99317.5,96487.74,98989.48,96487.74,98211.18849999977,98972.72436528452,97449.65263471502,98131.87131111113,95564.66556672036,5.98373,66.52517194391417,NaN,-94.56328414264513,94.52052913812804,189.08381328077317,-198.93700000006356,50.2518976382354,NaN,49.69886756956192,NaN
2024-11-23T14:00:00+08:00,98256.72,98288.17,98078.98,98154.27,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99317.5,96487.74,98989.48,96487.74,98212.21599999975,98973.38636235877,97451.04563764074,98111.16451111113,95615.46394205261,6.66978,64.31218548938483,NaN,-81.10671033906121,87.70042535694665,168.80713569600786,-177.2444411765464,55.804321143434564,NaN,49.795669896698,NaN
2024-11-23T15:00:00+08:00,98153.25,98233.16,97890.96,97984.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99317.5,96487.74,98989.48,96487.74,98178.48049999976,98916.86649881567,97440.09450118385,98093.69113333334,95664.64542987822,9.22112,57.67373131172107,NaN,-80.78820642795887,67.82187766105926,148.61008408901813,-155.77217647066573,52.8407677546367,NaN,48.67681229450044,NaN
2024-11-23T16:00:00+08:00,97984.59,98047.64,97751.64,97899.74,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99317.5,96487.74,98989.48,96487.74,98153.90249999976,98895.03568388989,97412.76931610964,98084.55366666667,95712.84328794731,16.21426,49.91796513156406,NaN,-83.12330161418399,44.70595707128814,127.82925868547213,-182.386823529494,50.692526920538214,NaN,45.00423929420257,NaN
2024-11-23T17:00:00+08:00,97898.02,98031.13,97753.38,97878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99317.5,96487.74,98989.48,96487.74,98163.28349999977,98885.21161270424,97441.3553872953,98061.01719999999,95758.90536885502,13.25677,32.9874234374731,NaN,-82.78222417561835,24.351478465949185,107.13370264156754,-186.41014705890848,50.719473872615374,NaN,44.681156571153814,NaN
2024-11-23T18:00:00+08:00,97888.89,98016.38,97750.75,97960.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99317.5,96487.74,98989.48,96487.74,98206.98649999977,98745.4153922665,97668.55760773303,98038.77835555555,95803.88970147792,14.55073,26.076763232259836,NaN,-73.92977371161969,14.721485502042924,88.65125921366261,-211.20261764712632,50.67439462525758,NaN,44.374660449997606,NaN
2024-11-23T19:00:00+08:00,97960.51,98020.13,97848.15,97935.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,99317.5,96487.74,98989.48,96487.74,98179.45249999975,98714.2567243617,97644.64827563781,98021.01599999999,95847.85708744836,8.81651,33.621096911835366,NaN,-66.91766286008519,5.004180638556136,71.92184349864132,-268.8105000000651,52.36302269769798,NaN,44.478935951656425,NaN
2024-11-23T20:00:00+08:00,97941.72,98118.51,97919.39,98118.51,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99317.5,96487.74,98989.48,96487.74,98163.38899999976,98685.09018886427,97641.68781113526,98014.6381111111,95891.21889236604,11.12506,43.113773158589716,NaN,-47.99365293197468,11.929777333672973,59.92343026564765,-276.4842647059704,53.61385615298774,NaN,47.27157402013747,NaN
2024-11-23T21:00:00+08:00,98118.55,98371.32,97986.75,98050.67,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99317.5,96487.74,98989.48,96487.74,98148.42099999977,98664.99636562956,97631.84563436998,98012.16628888887,95933.71346118538,13.46722,44.1495229085606,NaN,-38.492244324326656,11.808124860239332,50.30036918456599,-217.148500000083,54.82180086909741,NaN,53.71438025309814,NaN
2024-11-23T22:00:00+08:00,98043.07,98220.93,97941.42,98171.3,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99317.5,96487.74,98989.48,96487.74,98124.24599999977,98586.1260031128,97662.36599688673,98029.33775555555,95976.30237196168,20.2654,43.96052403838277,NaN,-23.27937250706593,21.20115355073358,44.48052605779951,-164.3390588236216,53.80634603310706,NaN,49.8149649968167,NaN
